population,family,candidate,cv_mean_mae_V,cv_std_mae_V,holdout_mae_V,holdout_rmse_V,holdout_r2,Na_mae_V,K_mae_V
mixed_ions,svr,svr_scaled_1,0.6729193549929893,0.05903089155624195,0.6972763405947005,1.0427502994124502,0.6562248516776286,0.9115471836485961,1.3500125393378093
mixed_ions,krr,krr_scaled_1,0.757477466695027,0.06060543539566154,0.8126089567438646,1.1751397304926972,0.5633908318850513,0.9973023181681557,1.4287460224822526
mixed_ions,dnn,dnn_scaled_0,0.6400657843611557,0.05989883408177076,0.6553245952993202,0.9945138010993434,0.6872945428951769,0.7431094199221544,1.2093215844202772
li_only,svr,svr_scaled_1,0.6879295923787823,0.03459006833173405,0.7801903676134749,1.2171014706360743,0.31580854723253315,0.9586501285160735,1.208329700597955
li_only,krr,krr_scaled_2,0.785578996132686,0.06441808929956458,0.86020095643443,1.3300510559068488,0.18292731017264396,1.0010315119003128,1.2906564840364887
li_only,dnn,dnn_scaled_0,0.6672231770509364,0.025693016985748402,0.787205717223363,1.1925435918913205,0.34314033231538044,0.9239765306317085,1.0038557813314783
